Latitude;Longitude;Time;Date;Number of Sats;GPS Speed (Kn);GPS True Heading;GPS Magnetic Variation;HDOP;C Magnetic Heading;C True Heading;Pitch Angle;Roll Angle;C Inside Temp (c);DFS Depth (m);DTB Height (m);Total Water Column (m);Batt Percent;Power Watts;Watt-Hours;Batt Volts;Batt Ampers;Batt State;Time to Empty;Current Step;Dist To Next (m);Next Speed (kn);Vehicle Speed (kn);Motor Speed CMD;Next Heading;Next Long;Next Lat;Next Depth (m);Depth Goal (m);Vehicle State;Error State;Distance to Track (m);Fin Pitch R;Fin Pitch L;Pitch Goal;Fin Yaw T;Fin Yaw B;Yaw Goal;Fin Roll;DVL-Depth (m);DVL -Altitude (m);DVL -Water Column (m);DVL-FixType;DVL-FixQuality;DVL-Temperature;Conductivity (mmhos/cm);Temperature (c);Salinity (ppt);Sound Speed (m/s);Date m/d/y   ;Time hh:mm:ss;Temp C;SpCond mS/cm;Sal ppt;Depth feet;pH;pH mV;Turbid+ NTU;Chl ug/L;BGA-PC cells/mL;ODOsat %;ODO mg/L;Battery volts;ROSEM Command Type;
37.2386685;-107.909269;10:30:17.59;6/11/2019;10;0.348;175.97;9.1917861322305;0.83;154.6;160.67;3.51;-2.96;19.8;.00;.69;.69;96;21;519.2;16.3;-1.3;D;1659.3;0;271.377;2.5;0;128;176.19;-107.90906479;37.23623469;0;0;1;N;200.3163;78;78;11;48;48;141.3229;0;9999.99;.72;0.847;2;9;18.7;0;18.7000007629395;0.22;1478.52954;06/11/19;10:15:37;16.23;0.460;0.22;-6.267;9.26;-129.5;0.7;-4.2;-3907;81.0;7.95;12.5;;
37.238667;-107.909268333333;10:30:18.61;6/11/2019;10;0.439;175.97;9.1917861322305;0.83;151.7;157.82;3.71;-2.75;19.7;.00;.72;.72;96;21;519.2;16.3;-1.3;D;1659.3;0;271.232;2.5;0;128;176.18;-107.90906479;37.23623469;0;0;1;N;200.1729;79;79;11;59;59;141.3086;0;9999.99;.75;0.877;2;9;18.7;0;18.7000007629395;0.22;1478.52954;06/11/19;10:15:39;16.24;0.460;0.22;-6.266;9.22;-127.1;-0.6;-1.0;-1755;81.3;7.97;12.4;;
37.2386648333333;-107.909267833333;10:30:19.61;6/11/2019;10;0.358;175.97;9.1917861322305;0.83;148;154.21;4.93;0.01;19.7;.01;.73;.74;96;23;519.2;16.3;-1.4;D;1536.5;0;270.878;2.5;0.36;184;176.21;-107.90906479;37.23623469;0;0;1;N;200.1729;87;87;11;215;215;176.2046;0;9999.99;.76;0.887;2;9;18.7;0;18.7000007629395;0.22;1478.52954;06/11/19;10:15:39;16.24;0.460;0.22;-6.266;9.22;-127.1;-0.6;-1.0;-1755;81.3;7.97;12.4;;
37.2386595;-107.909267333333;10:30:20.61;6/11/2019;10;0.978;175.97;9.1917861322305;0.83;148.1;154.31;4.56;7.61;19.8;.03;.72;.75;96;23;519.2;16.3;-1.4;D;1536.5;0;270.626;2.5;0.45;184;176.21;-107.90906479;37.23623469;0;0;1;N;200.1729;84;84;11;215;215;176.2117;0;9999.99;.77;0.897;2;9;18.7;0;18.7000007629395;0.22;1478.53172;06/11/19;10:15:40;16.24;0.461;0.22;-6.266;9.23;-127.4;-0.2;-1.8;-179;81.4;7.98;12.6;;
37.2386503333333;-107.909258333333;10:30:21.61;6/11/2019;10;1.595;161.78;9.1917861322305;0.83;157.6;163.64;1.86;4.5;19.7;.01;.77;.79;96;45;519.2;16.3;-2.7;D;781.6;0;269.934;2.5;0.75;184;176.22;-107.90906479;37.23623469;0;0;1;N;200.1729;70;70;11;182;182;176.2143;0;9999.99;.80;0.927;2;9;18.7;0;18.7000007629395;0.22;1478.53336;06/11/19;10:15:42;16.26;0.462;0.22;-6.256;9.18;-124.5;-0.9;-6.8;-1742;81.4;7.98;12.7;;
37.238641;-107.909252333333;10:30:22.61;6/11/2019;10;1.794;163.22;9.1917861322305;0.83;160.7;166.72;2.78;4.9;19.8;.00;.85;.85;96;51;519.2;16.3;-3.1;D;691.1;0;268.689;2.5;1.11;184;176.37;-107.90906479;37.23623469;0;0;1;N;200.1729;72;72;11;169;169;176.3719;0;9999.99;.87;0.997;2;9;18.6;0;18.7000007629395;0.22;1478.53336;06/11/19;10:15:42;16.26;0.462;0.22;-6.256;9.18;-124.5;-0.9;-6.8;-1742;81.4;7.98;12.7;;
37.2386316666667;-107.909249666667;10:30:23.61;6/11/2019;10;1.93;166.12;9.1917861322305;0.83;165.8;171.82;2.57;5.22;19.7;.00;.87;.87;96;51;519.2;16.3;-3.1;D;691.1;0;267.453;2.5;1.38;184;176.47;-107.90906479;37.23623469;0;0;1;N;200.1729;72;72;11;146;146;176.4662;0;9999.99;.89;1.017;2;9;18.6;0;18.6000003814697;0.22;1478.21146;06/11/19;10:15:43;16.28;0.462;0.22;-6.202;9.14;-122.7;-0.5;-0.8;-1542;81.5;7.99;12.4;;
37.2386212269505;-107.90924803399;10:30:24.61;6/11/2019;10;2.013;170.95;9.1917861322305;0.83;168.7;174.74;3.84;4.19;19.7;.01;1.00;1.01;96;51;519.2;16.3;-3.1;D;691.1;0;265.868;2.5;1.63;184;176.5;-107.90906479;37.23623469;0;0;1;N;200.1729;80;80;11;134;134;176.4981;0;9999.99;1.03;1.157;2;9;18.6;0;18.6000003814697;0.22;1478.21176;06/11/19;10:15:45;16.32;0.462;0.22;-6.227;9.13;-122.0;-0.7;-4.9;-1327;81.6;7.99;12.5;;
37.2386116666667;-107.9092465;10:30:25.61;6/11/2019;10;2.133;174.04;9.1917861322305;0.83;170.6;176.67;2.81;5.65;19.7;.01;1.12;1.13;96;51;519.2;16.3;-3.1;D;691.1;0;264.966;2.5;1.82;184;176.51;-107.90906479;37.23623469;0;0;1;N;200.1729;74;74;11;128;128;176.5063;0;9999.99;1.15;1.277;2;9;18.6;0;18.6000003814697;0.22;1478.21176;06/11/19;10:15:45;16.32;0.462;0.22;-6.227;9.13;-122.0;-0.7;-4.9;-1327;81.6;7.99;12.5;;
37.2386013333333;-107.909245666667;10:30:26.61;6/11/2019;10;2.233;176.52;9.1917861322305;0.83;172.3;178.39;2.51;5.8;19.7;.00;1.22;1.22;96;47;519.1;16.3;-2.9;D;736.9;0;263.879;2.5;1.96;184;176.51;-107.90906479;37.23623469;0;0;1;N;200.1729;71;71;11;120;120;176.5154;0;9999.99;1.24;1.367;2;9;18.6;0;18.6000003814697;0.22;1478.21195;06/11/19;10:15:47;16.33;0.463;0.22;-6.219;9.12;-121.1;-1.2;-5.6;-2565;81.7;8.00;12.4;;
37.2385898293015;-107.909245243305;10:30:27.63;6/11/2019;10;2.2;178.35;9.1917861322305;0.83;170.6;176.67;2.08;6.4;19.7;.00;1.29;1.29;96;47;519.1;16.3;-2.9;D;736.9;0;262.368;2.5;2.02;184;176.51;-107.90906479;37.23623469;0;0;1;N;200.1729;69;69;11;126;126;176.5164;0;9999.99;1.31;1.437;2;9;18.5;0;18.6000003814697;0.22;1478.21195;06/11/19;10:15:47;16.33;0.463;0.22;-6.219;9.12;-121.1;-1.2;-5.6;-2565;81.7;8.00;12.4;;
37.2385791215509;-107.909243206124;10:30:28.66;6/11/2019;10;2.2;178.28;9.1917861322305;0.83;169.7;175.76;2.93;7.13;19.8;.00;1.42;1.42;96;47;519.1;16.3;-2.9;D;737.7;0;261.169;2.5;2.1;184;176.53;-107.90906479;37.23623469;0;0;1;N;200.1729;73;73;11;130;130;176.5075;0;9999.99;1.44;1.567;2;9;18.5;0;18.5;0.22;1477.89187;06/11/19;10:15:48;16.34;0.462;0.22;-6.203;9.10;-119.9;-1.5;-4.0;-2841;81.8;8.01;12.4;;
37.2385700626399;-107.909244457964;10:30:29.66;6/11/2019;10;2.222;179.68;9.1917861322305;0.83;172.7;178.8;2.91;6.51;19.7;.00;1.63;1.63;96;47;519.1;16.3;-2.9;D;737.7;0;260.170;2.5;2.19;184;176.49;-107.90906479;37.23623469;0;0;1;N;1.124118E-03;74;74;11;113;113;175.2836;0;9999.99;1.65;1.777;2;9;18.5;0;18.5;0.22;1477.89177;06/11/19;10:15:49;16.33;0.462;0.22;-6.195;9.12;-121.5;-1.1;-3.0;-3556;82.0;8.02;12.6;;
37.2385605628951;-107.909245424016;10:30:30.67;6/11/2019;11;2.183;179.85;9.1917861322305;0.8;170.8;176.87;3.02;5.84;19.7;.00;1.99;1.99;96;47;519.1;16.3;-2.9;D;737.7;0;259.121;2.5;2.19;184;176.46;-107.90906479;37.23623469;0;0;1;N;0.1940439;75;75;11;116;116;174.1853;0;9999.99;2.01;2.137;2;9;18.5;0;18.5;0.22;1477.89181;06/11/19;10:15:51;16.34;0.462;0.22;-6.206;9.05;-117.4;-0.5;-2.1;-1696;82.1;8.04;12.5;;
37.2385494077833;-107.909245562832;10:30:31.67;6/11/2019;11;2.266;180.11;9.1917861322305;0.8;170.4;176.46;2.94;7.22;19.7;.00;2.30;2.30;96;47;519.1;16.3;-2.9;D;738.6;0;257.883;2.5;2.18;185;176.44;-107.90906479;37.23623469;0;0;1;N;0.3333422;75;75;11;115;115;173.5482;0;9999.99;2.32;2.447;2;9;18.5;0;18.5;0.22;1477.89181;06/11/19;10:15:51;16.34;0.462;0.22;-6.206;9.05;-117.4;-0.5;-2.1;-1696;82.1;8.04;12.5;;
37.2385383969963;-107.909245734654;10:30:32.69;6/11/2019;11;2.192;179.24;9.1917861322305;0.8;171.4;177.48;2.72;6.14;19.7;.00;2.59;2.59;96;47;519.1;16.3;-2.9;D;738.6;0;256.662;2.5;2.2;185;176.42;-107.90906479;37.23623469;0;0;1;N;0.4047628;73;73;11;109;109;172.9158;0;9999.99;2.61;2.737;2;9;18.4;0;18.3999996185303;0.22;1477.57173;06/11/19;10:15:53;16.34;0.462;0.22;-6.233;9.05;-117.4;-1.2;-1.3;-2995;82.2;8.05;12.4;;
37.2385275257951;-107.909245901061;10:30:33.69;6/11/2019;11;2.21;179.2;9.1917861322305;0.8;169.5;175.55;2.09;6.75;19.7;.00;2.59;2.59;96;47;519.1;16.3;-2.9;D;738.6;0;255.457;2.5;2.26;185;176.4;-107.90906479;37.23623469;0;0;1;N;0.5007426;70;70;11;114;114;172.284;0;9999.99;2.61;2.737;2;9;18.4;0;18.3999996185303;0.22;1477.57181;06/11/19;10:15:54;16.34;0.462;0.22;-6.230;9.02;-115.7;-0.8;-3.4;-3608;82.3;8.06;12.4;;
37.2385176666667;-107.909246333333;10:30:34.69;6/11/2019;11;2.253;179.09;9.1917861322305;0.8;168.8;174.85;2.42;6.71;19.8;.00;2.75;2.75;96;47;519.1;16.3;-2.9;D;738.6;0;254.318;2.5;2.23;186;176.4;-107.90906479;37.23623469;0;0;1;N;0.5873132;72;72;11;116;116;172.3362;0;9999.99;2.78;2.907;2;9;18.4;0;18.3999996185303;0.22;1477.57181;06/11/19;10:15:54;16.34;0.462;0.22;-6.230;9.02;-115.7;-0.8;-3.4;-3608;82.3;8.06;12.4;;
37.238507;-107.9092465;10:30:35.69;6/11/2019;11;2.203;178.19;9.1917861322305;0.8;167.5;173.53;3.31;6.87;19.8;.00;2.74;2.75;96;49;519.1;16.3;-3;D;717;0;253.216;2.5;2.23;186;176.39;-107.90906479;37.23623469;0;0;1;N;0.6640912;73;73;11;122;122;171.7893;0;9999.99;2.77;2.897;2;9;18.4;0;18.3999996185303;0.22;1477.57148;06/11/19;10:15:56;16.35;0.462;0.22;-6.213;9.02;-115.6;-1.7;-3.1;194;82.4;8.07;12.4;;
37.2384961666667;-107.909246166667;10:30:36.69;6/11/2019;11;2.27;177.68;9.1917861322305;0.8;167.5;173.53;2.16;8;19.8;.00;2.69;2.69;96;49;519.1;16.3;-3;D;717;0;252.035;2.5;2.23;186;176.37;-107.90906479;37.23623469;0;0;1;N;0.7280878;74;74;11;117;117;171.3345;0;9999.99;2.72;2.847;2;9;18.4;0;18.3999996185303;0.22;1477.57164;06/11/19;10:15:57;16.35;0.463;0.22;-6.239;9.01;-115.2;-1.0;3.7;-2425;82.5;8.07;12.3;;
37.2384845182285;-107.909245272595;10:30:37.69;6/11/2019;11;2.218;176.67;9.1917861322305;0.8;166.1;172.12;3;5.84;19.8;.00;2.61;2.61;96;49;519.1;16.3;-3;D;717;0;250.681;2.5;2.28;186;176.35;-107.90906479;37.23623469;0;0;1;N;0.7623464;75;75;11;121;121;170.5438;0;9999.99;2.63;2.757;2;9;18.4;0;18.3999996185303;0.22;1477.57164;06/11/19;10:15:57;16.35;0.463;0.22;-6.239;9.01;-115.2;-1.0;3.7;-2425;82.5;8.07;12.3;;
37.2384736793206;-107.909244130114;10:30:38.69;6/11/2019;11;2.252;175.6;9.1917861322305;0.8;166.5;172.53;2.91;6.98;19.8;.00;2.59;2.59;96;50;519.1;16.3;-3.1;D;696.4;0;249.471;2.5;2.3;187;176.35;-107.90906479;37.23623469;0;0;1;N;0.7357192;74;74;11;116;116;170.765;0;9999.99;2.61;2.737;2;9;18.3;0;18.2999992370605;0.22;1477.25072;06/11/19;10:15:59;16.35;0.462;0.22;-6.198;9.00;-114.5;-0.9;-3.2;-1999;82.6;8.08;12.5;;
37.2384630511875;-107.909243087793;10:30:39.69;6/11/2019;11;2.293;175.74;9.1917861322305;0.8;165.4;171.42;2.99;7.11;19.8;.00;2.63;2.63;96;50;519.1;16.3;-3.1;D;696.4;0;248.286;2.5;2.24;187;176.36;-107.90906479;37.23623469;0;0;1;N;0.7189207;75;75;11;127;127;170.8831;0;9999.99;2.66;2.787;2;9;18.3;0;18.2999992370605;0.22;1477.25069;06/11/19;10:16:00;16.36;0.462;0.22;-6.218;8.99;-113.6;-1.9;-4.0;-3988;82.6;8.08;12.3;;
37.238452353898;-107.909242110887;10:30:40.69;6/11/2019;11;2.27;175.12;9.1917861322305;0.8;165.4;171.42;2.21;7.85;19.8;.00;2.63;2.63;96;50;519.1;16.3;-3.1;D;696.4;0;247.094;2.5;2.27;187;176.36;-107.90906479;37.23623469;0;0;1;N;0.6868926;72;72;11;127;127;170.9935;0;9999.99;2.66;2.787;2;9;18.3;0;18.2999992370605;0.22;1477.25069;06/11/19;10:16:00;16.36;0.462;0.22;-6.218;8.99;-113.6;-1.9;-4.0;-3988;82.6;8.08;12.3;;
37.238440905438;-107.909240702172;10:30:41.69;6/11/2019;11;2.233;173.92;9.1917861322305;0.8;165.4;171.42;2.86;7.08;19.8;.00;2.63;2.63;96;50;519.1;16.3;-3.1;D;696.4;0;245.815;2.5;2.27;187;176.37;-107.90906479;37.23623469;0;0;1;N;0.7299922;74;74;11;127;127;171.3211;0;9999.99;2.66;2.787;2;9;18.3;0;18.2999992370605;0.22;1477.2506;06/11/19;10:16:02;16.35;0.462;0.22;-6.212;8.98;-113.6;-0.8;0.7;-3457;82.7;8.09;12.5;;
37.2384313626082;-107.909239438358;10:30:42.69;6/11/2019;11;2.257;173.59;9.1917861322305;0.8;166.2;172.22;2.78;6.65;19.8;.00;2.63;2.63;96;51;519.0;16.2;-3.1;D;686.8;0;244.749;2.5;2.27;187;176.38;-107.90906479;37.23623469;0;0;1;N;0.6247569;77;77;11;125;125;171.6709;0;9999.99;2.66;2.787;2;9;18.3;0;18.2999992370605;0.22;1477.25051;06/11/19;10:16:03;16.36;0.462;0.22;-6.221;8.97;-112.5;-1.3;-3.6;-1671;82.7;8.09;12.4;;
37.2384205145844;-107.909238045723;10:30:43.70;6/11/2019;11;2.246;174.17;9.1917861322305;0.8;165.7;171.72;3.61;6.93;19.8;.00;3.09;3.09;96;51;519.0;16.2;-3.1;D;686.8;0;243.538;2.5;2.3;188;176.39;-107.90906479;37.23623469;0;0;1;N;0.5778108;79;79;11;128;128;171.9988;0;9999.99;3.12;3.247;2;9;18.3;0;18.2999992370605;0.22;1477.25072;06/11/19;10:16:04;16.35;0.462;0.22;-6.221;8.96;-112.1;-0.8;-2.7;-746;82.8;8.10;12.5;;
37.2384091765537;-107.909236769346;10:30:44.73;6/11/2019;11;2.253;173.73;9.1917861322305;0.8;165.7;171.72;3.68;7.21;19.8;.00;3.24;3.24;96;51;519.0;16.2;-3.1;D;686.8;0;242.272;2.5;2.32;188;176.4;-107.90906479;37.23623469;0;0;1;N;0.5928925;79;79;11;129;129;172.2961;0;9999.99;3.27;3.397;2;9;18.3;0;18.2999992370605;0.22;1477.25071;06/11/19;10:16:05;16.36;0.462;0.22;-6.231;8.97;-113.0;-1.9;0.7;-3284;82.9;8.11;12.4;;
37.2383981936426;-107.909235532706;10:30:45.73;6/11/2019;11;2.295;174.06;9.1917861322305;0.8;165.8;171.82;3.59;6.35;19.8;.00;3.51;3.51;96;52;519.0;16.2;-3.2;D;666;0;241.046;2.5;2.3;188;176.4;-107.90906479;37.23623469;0;0;1;N;0.558592;79;79;11;130;130;172.5406;0;9999.99;3.53;3.657;2;9;18.3;0;18.2999992370605;0.22;1477.25046;06/11/19;10:16:06;16.37;0.463;0.22;-6.238;8.95;-111.4;-2.0;-5.3;-2151;82.9;8.11;12.5;;
37.2383875061037;-107.909234449635;10:30:46.73;6/11/2019;11;2.235;174.29;9.1917861322305;0.8;166.7;172.73;3;8;19.8;.00;3.77;3.77;96;52;519.0;16.2;-3.2;D;666;0;239.854;2.5;2.31;188;176.41;-107.90906479;37.23623469;0;0;1;N;0.5321201;75;75;11;127;127;172.7292;0;9999.99;3.80;3.927;2;9;18.3;0;18.2999992370605;0.22;1477.25048;06/11/19;10:16:07;16.38;0.462;0.22;-6.240;8.93;-110.6;-1.4;-1.3;-826;83.0;8.12;12.4;;
37.238378321201;-107.909233467363;10:30:47.73;6/11/2019;11;2.317;174.14;9.1917861322305;0.8;166.3;172.32;3.21;6.37;19.8;.00;3.92;3.92;96;52;519.0;16.2;-3.2;D;666;0;238.830;2.5;2.33;188;176.42;-107.90906479;37.23623469;0;0;1;N;0.4614003;76;76;11;129;129;172.9012;0;9999.99;3.95;4.077;2;9;18.3;0;18.2999992370605;0.22;1477.25053;06/11/19;10:16:08;16.39;0.462;0.22;-6.241;8.97;-112.8;-1.2;4.0;-1424;83.1;8.12;12.4;;
37.2383675027426;-107.909232337102;10:30:48.73;6/11/2019;12;2.268;174.65;9.1917861322305;0.8;167.5;173.53;2.51;7.25;19.7;.00;3.70;3.70;96;52;519.0;16.2;-3.2;D;666;0;237.623;2.5;2.32;188;176.42;-107.90906479;37.23623469;0;0;1;N;0.4308832;72;72;11;125;125;173.1172;0;9999.99;3.73;3.857;2;9;18.2;0;18.2000007629395;0.22;1476.92887;06/11/19;10:16:09;16.39;0.462;0.22;-6.261;8.94;-111.0;-1.6;-3.1;-3083;83.1;8.12;12.4;;
37.2383565080133;-107.909231468045;10:30:49.73;6/11/2019;12;2.299;175.72;9.1917861322305;0.8;166.6;172.63;3.42;7.46;19.8;.00;3.68;3.68;96;53;519.0;16.2;-3.2;D;656;0;236.398;2.5;2.3;188;176.42;-107.90906479;37.23623469;0;0;1;N;0.4229076;75;75;11;128;128;173.1231;0;9999.99;3.71;3.837;2;9;18.2;0;18.2000007629395;0.22;1476.92882;06/11/19;10:16:10;16.40;0.462;0.22;-6.242;8.92;-110.1;-1.4;-2.1;-2024;83.1;8.12;12.4;;
37.238345829039;-107.909230817611;10:30:50.73;6/11/2019;12;2.302;175.83;9.1917861322305;0.8;168.1;174.14;3.29;6.77;19.8;.00;3.60;3.60;96;53;519.0;16.2;-3.2;D;656;0;235.209;2.5;2.32;188;176.42;-107.90906479;37.23623469;0;0;1;N;0.4122511;76;76;11;125;125;173.0321;0;9999.99;3.63;3.757;2;9;18.2;0;18.2000007629395;0.22;1476.9287;06/11/19;10:16:11;16.40;0.462;0.22;-6.228;8.97;-112.6;-1.6;-2.9;-1132;83.1;8.12;12.3;;
37.2383355095852;-107.909230165968;10:30:51.73;6/11/2019;12;2.264;176.52;9.1917861322305;0.8;167.4;173.43;3.77;7.86;19.8;.00;3.40;3.40;96;53;519.0;16.2;-3.2;D;656;0;234.060;2.5;2.28;188;176.41;-107.90906479;37.23623469;0;0;1;N;0.4303248;80;80;11;125;125;172.9488;0;9999.99;3.42;3.547;2;9;18.2;0;18.2000007629395;0.22;1476.92854;06/11/19;10:16:12;16.40;0.462;0.22;-6.224;8.93;-110.5;-1.1;-0.4;-3395;83.1;8.12;12.6;;
37.2383250247413;-107.909229648537;10:30:52.73;6/11/2019;12;2.224;176.42;9.1917861322305;0.8;168.3;174.34;3.38;6.35;19.8;.00;3.52;3.52;96;52;518.9;16.2;-3.2;D;664;0;232.894;2.5;2.27;189;176.41;-107.90906479;37.23623469;0;0;1;N;0.4487308;77;77;11;121;121;172.7686;0;9999.99;3.54;3.667;2;9;18.2;0;18.2000007629395;0.22;1476.92855;06/11/19;10:16:13;16.40;0.462;0.22;-6.260;8.91;-109.3;-1.8;-3.2;-1891;83.1;8.13;12.4;;
37.2383132236954;-107.909228826872;10:30:53.73;6/11/2019;12;2.261;177.23;9.1917861322305;0.8;169;175.05;3.21;8.7;19.8;.00;3.88;3.89;96;52;518.9;16.2;-3.2;D;664;0;231.580;2.5;2.26;189;176.4;-107.90906479;37.23623469;0;0;1;N;0.5320957;76;76;11;119;119;172.7295;0;9999.99;3.91;4.037;2;9;18.2;0;18.2000007629395;0.22;1476.92865;06/11/19;10:16:14;16.40;0.462;0.22;-6.236;8.89;-108.3;-1.6;-1.9;-2839;83.2;8.13;12.6;;
37.238304040373;-107.909228687521;10:30:54.75;6/11/2019;12;2.339;176.82;9.1917861322305;0.8;168.8;174.85;3.53;7.58;19.9;.00;4.14;4.14;96;52;518.9;16.2;-3.2;D;664;0;230.560;2.5;2.24;189;176.39;-107.90906479;37.23623469;0;0;1;N;0.4878424;78;78;11;117;117;172.3847;0;9999.99;4.17;4.297;2;9;18.2;0;18.2000007629395;0.22;1476.9288;06/11/19;10:16:15;16.40;0.462;0.22;-6.265;8.94;-111.0;-1.5;-0.9;292;83.2;8.13;12.4;;
37.2382935142647;-107.909228344191;10:30:55.75;6/11/2019;12;2.233;176.99;9.1917861322305;0.8;168.8;174.85;3.21;7.64;19.9;.00;4.29;4.29;96;52;518.9;16.2;-3.2;D;664;0;229.390;2.5;2.27;189;176.38;-107.90906479;37.23623469;0;0;1;N;0.5265868;76;76;11;116;116;172.092;0;9999.99;4.31;4.437;2;9;18.2;0;18.2000007629395;0.22;1476.92877;06/11/19;10:16:16;16.40;0.462;0.22;-6.226;8.90;-108.8;-0.9;1.8;-2169;83.2;8.13;12.6;;
37.2382818600128;-107.909227941004;10:30:56.77;6/11/2019;12;2.175;176.54;9.1917861322305;0.8;168.2;174.24;3.83;8.1;19.9;.00;4.41;4.42;96;54;518.9;16.2;-3.3;D;650.2;0;228.094;2.5;2.29;190;176.37;-107.90906479;37.23623469;0;0;1;N;0.6671823;80;80;11;117;117;171.7672;0;9999.99;4.44;4.567;2;9;18.2;0;18.2000007629395;0.22;1476.92877;06/11/19;10:16:17;16.41;0.462;0.22;-6.244;8.89;-108.3;-1.4;-2.4;-374;83.2;8.13;12.5;;
37.2382718524472;-107.909227433753;10:30:57.77;6/11/2019;12;2.206;175.97;9.1917861322305;0.8;168.3;174.34;3.65;7.34;19.8;.00;4.57;4.57;96;54;518.9;16.2;-3.3;D;650.2;0;226.981;2.5;2.3;190;176.36;-107.90906479;37.23623469;0;0;1;N;0.6895153;79;79;11;116;116;171.6084;0;9999.99;4.60;4.727;2;9;18.2;0;18.2000007629395;0.22;1476.92891;06/11/19;10:16:18;16.41;0.462;0.22;-6.264;8.88;-107.4;-1.6;-0.2;-4792;83.3;8.14;12.6;;
37.2382613250775;-107.909227136333;10:30:58.78;6/11/2019;12;2.408;176.59;9.1917861322305;0.8;167.2;173.23;3.38;7.58;19.8;.00;4.65;4.65;96;54;518.9;16.2;-3.3;D;650.2;0;225.811;2.5;2.32;190;176.35;-107.90906479;37.23623469;0;0;1;N;0.7332049;77;77;11;119;119;171.2982;0;9999.99;4.68;4.807;2;9;18.2;0;18.2000007629395;0.22;1476.92879;06/11/19;10:16:19;16.42;0.462;0.22;-6.258;8.91;-109.5;-1.7;-1.7;-2417;83.3;8.14;12.3;;
37.2382503183958;-107.909226802094;10:30:59.81;6/11/2019;12;2.281;176.66;9.1917861322305;0.8;167.5;173.53;3.61;8.9;19.9;.00;4.69;4.69;96;54;518.9;16.2;-3.3;D;650.2;0;224.587;2.5;2.33;190;176.34;-107.90906479;37.23623469;0;0;1;N;0.7770591;79;79;11;117;117;170.9868;0;9999.99;4.72;4.847;2;9;18.2;0;18.2000007629395;0.22;1476.92868;06/11/19;10:16:20;16.41;0.462;0.22;-6.253;8.88;-107.7;-1.0;-0.2;-366;83.3;8.14;12.5;;
37.2382398323164;-107.909226087737;10:31:00.81;6/11/2019;12;2.313;175.7;9.1917861322305;0.8;166.9;172.93;4.47;7.93;19.9;.00;4.68;4.68;96;55;518.9;16.2;-3.4;D;634.7;0;223.420;2.5;2.32;190;176.34;-107.90906479;37.23623469;0;0;1;N;0.78719;84;84;11;119;119;170.9147;0;9999.99;4.71;4.837;2;9;18.2;0;18.2000007629395;0.22;1476.92867;06/11/19;10:16:21;16.41;0.462;0.22;-6.250;8.87;-107.3;-0.9;-2.0;-817;83.4;8.15;12.4;;
37.2382291765806;-107.909225291552;10:31:01.81;6/11/2019;12;2.354;176.18;9.1917861322305;0.8;167.2;173.23;3.65;7.2;19.9;.00;4.79;4.79;96;55;518.9;16.2;-3.4;D;634.7;0;222.233;2.5;2.31;190;176.33;-107.90906479;37.23623469;0;0;1;N;0.7868538;79;79;11;118;118;170.917;0;9999.99;4.82;4.947;2;9;18.2;0;18.2000007629395;0.22;1476.92882;06/11/19;10:16:22;16.41;0.462;0.22;-6.260;8.86;-106.5;-1.6;-2.1;-3546;83.4;8.15;12.4;;
37.2382180211467;-107.909224573948;10:31:02.81;6/11/2019;12;2.42;176.18;9.1917861322305;0.8;166.8;172.83;3.21;8.3;19.8;.00;4.86;4.86;96;55;518.9;16.2;-3.4;D;634.7;0;220.991;2.5;2.3;190;176.33;-107.90906479;37.23623469;0;0;1;N;0.8014147;78;78;11;122;122;170.8139;0;9999.99;4.89;5.017;2;9;18.2;0;18.2000007629395;0.22;1476.92869;06/11/19;10:16:23;16.42;0.462;0.22;-6.246;8.90;-108.6;-0.7;1.0;-2570;83.4;8.15;12.4;;
37.2382069934286;-107.909223697988;10:31:03.81;6/11/2019;12;2.304;174.86;9.1917861322305;0.8;166.2;172.22;2.84;7.73;19.8;.00;4.88;4.88;96;55;518.9;16.2;-3.4;D;630.7;0;219.762;2.5;2.33;190;176.33;-107.90906479;37.23623469;0;0;1;N;0.7982667;75;75;11;119;119;170.8361;0;9999.99;4.91;5.037;2;9;18.1;0;18.1000003814697;0.22;1476.60595;06/11/19;10:16:24;16.42;0.463;0.22;-6.246;8.86;-106.7;-1.5;-2.6;-4304;83.4;8.15;12.6;;
37.2381959632514;-107.909222728446;10:31:04.81;6/11/2019;12;2.382;175.79;9.1917861322305;0.8;167.1;173.13;3.6;7.72;19.9;.00;4.56;4.56;96;55;518.9;16.2;-3.4;D;630.7;0;218.533;2.5;2.35;190;176.33;-107.90906479;37.23623469;0;0;1;N;0.7861217;77;77;11;119;119;170.9225;0;9999.99;4.59;4.717;2;9;18.1;0;18.1000003814697;0.22;1476.6059;06/11/19;10:16:25;16.42;0.463;0.22;-6.238;8.86;-106.4;-2.1;-2.8;-2617;83.5;8.16;12.4;;
